# Rayleigh Benard Nusselt numbers from Moore & Weiss (1973) vs multiplier on critical Rayleigh number
1.0 1.0 1.0
1.4 1.638429 1.663599
2.0 2.191309 2.230907
4.0 3.09367 3.129456
6.0 3.63413 3.707586
