0 -1 1.57009e-16 -5.4547e-32 
1 -0.998795 1.65535e-16 2.55019e-31 
2 -0.995185 5.82461e-18 -1.33817e-33 
3 -0.989177 2.10573e-16 -1.87663e-31 
4 -0.980785 2.67357e-16 -2.11755e-31 
5 -0.970031 5.19608e-16 4.99968e-32 
6 -0.95694 2.20598e-16 1.86165e-31 
7 -0.941544 2.96574e-17 2.28074e-32 
8 -0.92388 -2.97558e-16 -1.82086e-32 
9 -0.903989 -1.7178e-17 1.47696e-32 
10 -0.881921 4.37661e-16 -2.26252e-31 
11 -0.857729 4.70206e-16 2.89977e-31 
12 -0.83147 -1.96437e-16 1.7106e-30 
13 -0.803208 1.01462e-14 -9.15335e-28 
14 -0.77301 1.07285e-13 -1.00427e-25 
15 -0.740951 1.19783e-12 -1.22902e-23 
16 -0.707107 1.38882e-11 -1.5694e-21 
17 -0.671559 1.61007e-10 -1.96566e-19 
18 -0.634393 1.82307e-09 -2.3035e-17 
19 -0.595699 1.96954e-08 -2.41028e-15 
20 -0.55557 1.98413e-07 -2.15149e-13 
21 -0.514103 1.8229e-06 -1.56764e-11 
22 -0.471397 1.49508e-05 -8.93793e-10 
23 -0.427555 0.000107269 -3.83083e-08 
24 -0.382683 0.000660621 -1.18852e-06 
25 -0.33689 0.00343157 -2.57627e-05 
26 -0.290285 0.0147981 -0.00037736 
27 -0.24298 0.0522368 -0.00361663 
28 -0.19509 0.149119 -0.0219358 
29 -0.14673 0.340789 -0.0808647 
30 -0.0980171 0.618556 -0.169618 
31 -0.0490677 0.886582 -0.169295 
32 -6.12323e-17 1 6.10623e-16 
33 0.0490677 0.886582 0.169295 
34 0.0980171 0.618556 0.169618 
35 0.14673 0.340789 0.0808647 
36 0.19509 0.149119 0.0219358 
37 0.24298 0.0522368 0.00361663 
38 0.290285 0.0147981 0.00037736 
39 0.33689 0.00343157 2.57627e-05 
40 0.382683 0.000660621 1.18852e-06 
41 0.427555 0.000107269 3.83083e-08 
42 0.471397 1.49508e-05 8.93793e-10 
43 0.514103 1.8229e-06 1.56764e-11 
44 0.55557 1.98413e-07 2.15149e-13 
45 0.595699 1.96954e-08 2.41028e-15 
46 0.634393 1.82307e-09 2.3035e-17 
47 0.671559 1.61008e-10 1.96567e-19 
48 0.707107 1.38884e-11 1.56942e-21 
49 0.740951 1.1988e-12 1.23007e-23 
50 0.77301 1.06934e-13 1.00176e-25 
51 0.803208 1.02062e-14 9.00249e-28 
52 0.83147 1.84503e-15 1.5186e-29 
53 0.857729 1.06063e-15 8.32507e-31 
54 0.881921 1.03798e-15 9.98229e-31 
55 0.903989 1.53948e-16 2.07942e-31 
56 0.92388 -1.17045e-16 3.90773e-32 
57 0.941544 4.09478e-16 -1.0107e-31 
58 0.95694 4.9262e-17 3.22056e-32 
59 0.970031 2.99241e-17 -7.09104e-33 
60 0.980785 1.64419e-16 -4.75218e-32 
61 0.989177 1.42698e-16 4.46087e-32 
62 0.995185 7.268e-17 -2.14499e-33 
63 0.998795 1.48483e-16 -1.27594e-31 
64 1 1.57009e-16 -5.4547e-32 
