0 -1 -1.57009e-16 0 
1 -0.998795 0.000522191 0.0187862 
2 -0.995185 0.00208719 0.0188959 
3 -0.989177 0.00469809 0.0194499 
4 -0.980785 0.00838547 0.0209988 
5 -0.970031 0.0132434 0.0243277 
6 -0.95694 0.019475 0.0305189 
7 -0.941544 0.0274428 0.0410586 
8 -0.92388 0.0377147 0.0579244 
9 -0.903989 0.0510905 0.0834696 
10 -0.881921 0.0685883 0.119766 
11 -0.857729 0.0913598 0.167 
12 -0.83147 0.120506 0.220889 
13 -0.803208 0.156791 0.270127 
14 -0.77301 0.200282 0.296191 
15 -0.740951 0.250037 0.277818 
16 -0.707107 0.303922 0.199772 
17 -0.671559 0.358679 0.0617897 
18 -0.634393 0.410208 -0.117434 
19 -0.595699 0.454004 -0.303341 
20 -0.55557 0.485665 -0.453877 
21 -0.514103 0.501396 -0.529772 
22 -0.471397 0.498523 -0.504442 
23 -0.427555 0.476049 -0.372813 
24 -0.382683 0.43534 -0.158802 
25 -0.33689 0.380978 0.0815646 
26 -0.290285 0.321716 0.272697 
27 -0.24298 0.270908 0.367208 
28 -0.19509 0.244887 0.413643 
29 -0.14673 0.257744 0.528421 
30 -0.0980171 0.314457 0.726744 
31 -0.0490677 0.40856 0.876448 
32 -6.12323e-17 0.526842 0.871304 
33 0.0490677 0.65591 0.723351 
34 0.0980171 0.785628 0.497536 
35 0.14673 0.909389 0.244111 
36 0.19509 1.0231 -0.0144703 
37 0.24298 1.12417 -0.270144 
38 0.290285 1.21081 -0.515118 
39 0.33689 1.28176 -0.735686 
40 0.382683 1.33629 -0.913415 
41 0.427555 1.37424 -1.03015 
42 0.471397 1.39609 -1.07337 
43 0.514103 1.40302 -1.03969 
44 0.55557 1.39682 -0.935882 
45 0.595699 1.37976 -0.777449 
46 0.634393 1.35439 -0.585533 
47 0.671559 1.32335 -0.383025 
48 0.707107 1.28914 -0.190794 
49 0.740951 1.25392 -0.0248263 
50 0.77301 1.2194 0.105242 
51 0.803208 1.1868 0.196124 
52 0.83147 1.15686 0.249753 
53 0.857729 1.12992 0.271571 
54 0.881921 1.10601 0.268777 
55 0.903989 1.08501 0.248884 
56 0.92388 1.0667 0.21875 
57 0.941544 1.05086 0.18404 
58 0.95694 1.03731 0.149053 
59 0.970031 1.02592 0.116783 
60 0.980785 1.01661 0.0891235 
61 0.989177 1.00936 0.0671302 
62 0.995185 1.00417 0.0512964 
63 0.998795 1.00104 0.0417781 
64 1 1 0 
