0 -1 -8.37157e-05 -0.00271992 
1 -0.998757 -0.810081 -5.96008 
2 -0.995031 -0.733554 4.48092 
3 -0.988831 0.406339 -2.38106 
4 -0.980172 1.01316 0.271934 
5 -0.969077 0.299973 0.61986 
6 -0.955573 -0.0066353 0.000318817 
7 -0.939693 0.328298 -0.265355 
8 -0.921476 0.546256 -0.01869 
9 -0.900969 0.354879 0.142778 
10 -0.878222 0.197128 0.00759307 
11 -0.853291 0.318036 -0.040527 
12 -0.826239 0.33002 0.00264478 
13 -0.797133 0.309007 0.0208188 
14 -0.766044 0.24866 0.0049316 
15 -0.733052 0.28351 0.000224744 
16 -0.698237 0.247581 0.00451936 
17 -0.661686 0.257375 0.00544471 
18 -0.62349 0.215858 0.00390805 
19 -0.583744 0.229066 0.00395392 
20 -0.542546 0.187829 0.00426948 
21 -0.5 0.190877 0.00499564 
22 -0.456211 0.142497 0.0048217 
23 -0.411287 0.130656 0.00552248 
24 -0.365341 0.0654432 0.00365484 
25 -0.318487 0.0266815 0.00180814 
26 -0.27084 -0.0630346 -0.00502781 
27 -0.222521 -0.126882 -0.0107453 
28 -0.173648 -0.228164 -0.0192634 
29 -0.124344 -0.293172 -0.0213658 
30 -0.0747301 -0.372789 -0.0201679 
31 -0.0249307 -0.40107 -0.0108077 
32 0.0249307 -0.426666 9.15986e-05 
33 0.0747301 -0.400641 0.0104982 
34 0.124344 -0.374406 0.0164462 
35 0.173648 -0.31347 0.0172305 
36 0.222521 -0.266142 0.0149536 
37 0.27084 -0.203915 0.0106829 
38 0.318487 -0.165281 0.00712608 
39 0.365341 -0.122175 0.00415819 
40 0.411287 -0.101917 0.00248686 
41 0.456211 -0.0776919 0.00141092 
42 0.5 -0.0695957 0.00089558 
43 0.542546 -0.0554033 0.000597104 
44 0.583744 -0.0514891 0.000453276 
45 0.62349 -0.0411078 0.000360778 
46 0.661686 -0.0377658 0.000298532 
47 0.698237 -0.0292541 0.000234764 
48 0.733052 -0.0262761 0.000179 
49 0.766044 -0.019987 0.000120592 
50 0.797133 -0.0185196 7.06878e-05 
51 0.826239 -0.0153776 2.27996e-05 
52 0.853291 -0.0168491 -3.85273e-05 
53 0.878222 -0.0177623 -0.000122041 
54 0.900969 -0.0234211 -0.000281581 
55 0.921476 -0.0281951 -0.00052807 
56 0.939693 -0.0379712 -0.000928862 
57 0.955573 -0.0449282 -0.00151378 
58 0.969077 -0.0578337 -0.00222119 
59 0.980172 -0.0638823 -0.00307746 
60 0.988831 -0.0769247 -0.00183193 
61 0.995031 -0.0709811 0.0139245 
62 0.998757 -0.0378599 0.0270458 
63 1 0.000235157 -0.000359329 
