0 1 -1 -1 0 0 
0 1 -1 -0.96875 4.31435e-06 0 
0 1 -1 -0.9375 1.3205e-05 0 
0 1 -1 -0.90625 3.10657e-05 0 
0 1 -1 -0.875 6.60429e-05 0 
0 1 -1 -0.84375 0.000132809 0 
0 1 -1 -0.8125 0.000257022 0 
0 1 -1 -0.78125 0.000482228 0 
0 1 -1 -0.75 0.0008801 0 
0 1 -1 -0.71875 0.00156496 0 
0 1 -1 -0.6875 0.00271334 0 
0 1 -1 -0.65625 0.00458891 0 
0 1 -1 -0.625 0.00757195 0 
0 1 -1 -0.59375 0.0121912 0 
0 1 -1 -0.5625 0.0191534 0 
0 1 -1 -0.53125 0.0293648 0 
0 1 -1 -0.5 0.0439332 0 
0 1 -1 -0.46875 0.064143 0 
0 1 -1 -0.4375 0.09139 0 
0 1 -1 -0.40625 0.12707 0 
0 1 -1 -0.375 0.172418 0 
0 1 -1 -0.34375 0.228306 0 
0 1 -1 -0.3125 0.295019 0 
0 1 -1 -0.28125 0.37203 0 
0 1 -1 -0.25 0.45783 0 
0 1 -1 -0.21875 0.549827 0 
0 1 -1 -0.1875 0.644385 0 
0 1 -1 -0.15625 0.73699 0 
0 1 -1 -0.125 0.822574 0 
0 1 -1 -0.09375 0.895953 0 
0 1 -1 -0.0625 0.952341 0 
0 1 -1 -0.03125 0.987863 0 
0 1 -1 0 0.999996 0 
0 1 -1 0.03125 0.987863 0 
0 1 -1 0.0625 0.952341 0 
0 1 -1 0.09375 0.895953 0 
0 1 -1 0.125 0.822574 0 
0 1 -1 0.15625 0.73699 0 
0 1 -1 0.1875 0.644385 0 
0 1 -1 0.21875 0.549827 0 
0 1 -1 0.25 0.45783 0 
0 1 -1 0.28125 0.37203 0 
0 1 -1 0.3125 0.295019 0 
0 1 -1 0.34375 0.228306 0 
0 1 -1 0.375 0.172418 0 
0 1 -1 0.40625 0.12707 0 
0 1 -1 0.4375 0.09139 0 
0 1 -1 0.46875 0.064143 0 
0 1 -1 0.5 0.0439332 0 
0 1 -1 0.53125 0.0293648 0 
0 1 -1 0.5625 0.0191534 0 
0 1 -1 0.59375 0.0121912 0 
0 1 -1 0.625 0.00757195 0 
0 1 -1 0.65625 0.00458891 0 
0 1 -1 0.6875 0.00271334 0 
0 1 -1 0.71875 0.00156496 0 
0 1 -1 0.75 0.0008801 0 
0 1 -1 0.78125 0.000482228 0 
0 1 -1 0.8125 0.000257022 0 
0 1 -1 0.84375 0.000132809 0 
0 1 -1 0.875 6.60429e-05 0 
0 1 -1 0.90625 3.10657e-05 0 
0 2 -1 0.9375 1.3205e-05 0 
0 2 -1 0.96875 4.31435e-06 0 
0 2 -1 1 0 0 
