0 -1 1.98508e-14 
1 -0.998795 1.13862e-07 
2 -0.995185 4.75524e-07 
3 -0.989177 1.15085e-06 
4 -0.980785 2.27037e-06 
5 -0.970031 4.0685e-06 
6 -0.95694 6.95818e-06 
7 -0.941544 1.16707e-05 
8 -0.92388 1.95184e-05 
9 -0.903989 3.28919e-05 
10 -0.881921 5.62046e-05 
11 -0.857729 9.76945e-05 
12 -0.83147 0.000172847 
13 -0.803208 0.000310851 
14 -0.77301 0.000566593 
15 -0.740951 0.00104246 
16 -0.707107 0.00192673 
17 -0.671559 0.00355842 
18 -0.634393 0.00653061 
19 -0.595699 0.0118428 
20 -0.55557 0.0211016 
21 -0.514103 0.0367407 
22 -0.471397 0.0621785 
23 -0.427555 0.101766 
24 -0.382683 0.160316 
25 -0.33689 0.242028 
26 -0.290285 0.348776 
27 -0.24298 0.478069 
28 -0.19509 0.621413 
29 -0.14673 0.764046 
30 -0.0980171 0.886835 
31 -0.0490676 0.970349 
32 4.37114e-08 0.999996 
33 0.0490677 0.970349 
34 0.0980172 0.886835 
35 0.146731 0.764045 
36 0.19509 0.621413 
37 0.24298 0.478069 
38 0.290285 0.348776 
39 0.33689 0.242028 
40 0.382684 0.160316 
41 0.427555 0.101766 
42 0.471397 0.0621784 
43 0.514103 0.0367406 
44 0.55557 0.0211016 
45 0.595699 0.0118428 
46 0.634393 0.00653061 
47 0.671559 0.00355841 
48 0.707107 0.00192673 
49 0.740951 0.00104245 
50 0.77301 0.000566592 
51 0.803208 0.000310851 
52 0.83147 0.000172847 
53 0.857729 9.76945e-05 
54 0.881921 5.62045e-05 
55 0.903989 3.28918e-05 
56 0.92388 1.95184e-05 
57 0.941544 1.16707e-05 
58 0.95694 6.95818e-06 
59 0.970031 4.0685e-06 
60 0.980785 2.27037e-06 
61 0.989177 1.15084e-06 
62 0.995185 4.75518e-07 
63 0.998796 1.13856e-07 
64 1 1.98508e-14 
